Category Tag,# of Scenes,# of Regions,Regions per Scene,# of Instances,Mean Instances per Scene,Mean Instances per Region,GT Name (if specified),Bathroom,Bedroom,Dining room,Garage,Hall/stairwell,Kitchen,Laundry room,Living room,Office,Rec room,Unknown room
grandfather clock,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,0,0,32
grass,4,4,1.0,4,1.0,1.0,,6,1,0,0,3,1,0,0,4,0,127
grate,2,2,1.0,3,1.5,1.5,,4,0,0,0,0,7,0,0,0,0,35
gravel,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,44
grill,9,9,1.0,9,1.0,1.0,,0,0,0,8,3,2,1,6,0,0,180
groceries,1,1,1.0,5,5.0,5.0,,0,1,0,0,0,3,0,0,0,0,28
guitar,21,25,1.1904761904761905,55,2.619047619047619,2.2,,6,20,3,0,5,7,0,15,23,4,765
guitar case,2,2,1.0,2,1.0,1.0,,0,2,0,0,0,0,0,0,1,0,120
guitar case cover,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,0,0,0,1,0,87
guitar cases,1,1,1.0,3,3.0,3.0,,0,0,0,0,0,0,0,0,1,0,87
guitar frame,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,2,0,33
guitar pedals,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,0,0,0,1,0,87
guitar stand,1,1,1.0,3,3.0,3.0,,0,0,0,0,0,0,0,1,2,0,26
guitar straps,1,1,1.0,5,5.0,5.0,,0,0,0,0,0,0,0,0,1,0,87
gun,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,1,0,0,0,44
gutter,2,2,1.0,3,1.5,1.5,,0,0,0,0,0,0,0,0,0,0,29
gym equipment,3,7,2.3333333333333335,50,16.666666666666668,7.142857142857143,rec room,0,1,0,0,0,0,0,4,2,18,161
gym mat,1,1,1.0,3,3.0,3.0,rec room,0,0,0,0,0,0,0,0,0,7,11
gym rope,1,1,1.0,1,1.0,1.0,rec room,0,0,0,0,0,0,0,0,0,7,11
gym stepper,1,2,2.0,3,3.0,1.5,rec room,0,0,0,0,0,0,0,1,0,13,29
hair brush,2,2,1.0,4,2.0,2.0,,24,0,0,0,0,0,0,0,0,0,55
hair dryer,4,5,1.25,5,1.25,1.0,,33,2,0,0,0,0,0,0,1,0,116
hammer,3,4,1.3333333333333333,4,1.3333333333333333,1.0,,0,0,0,3,2,1,0,1,1,0,158
hammock,4,4,1.0,4,1.0,1.0,,0,4,0,0,2,0,0,1,4,2,142
hand cloth,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,10,1,0,2,0,40
hand dryer,1,3,3.0,4,4.0,1.3333333333333333,,3,0,0,0,0,0,0,0,3,0,92
hand soap,8,11,1.375,14,1.75,1.2727272727272727,,55,0,0,0,0,0,0,0,0,0,183
hand towel,5,6,1.2,7,1.4,1.1666666666666667,,17,2,0,0,1,10,5,0,2,0,165
handbag,17,18,1.0588235294117647,36,2.1176470588235294,2.0,,14,14,0,2,3,11,0,1,5,1,374
handcart,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,1,0,2,0,3,31
handkerchiefs,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,1,0,0,0,1,33
handle,21,27,1.2857142857142858,34,1.619047619047619,1.2592592592592593,,88,6,2,3,1,9,5,0,1,1,487
handrail,43,63,1.4651162790697674,103,2.395348837209302,1.6349206349206349,,107,4,4,0,43,14,1,13,6,1,1090
hanger,81,195,2.4074074074074074,333,4.111111111111111,1.7076923076923076,,416,71,6,18,22,74,19,16,31,4,4138
hanging clothes,41,71,1.7317073170731707,205,5.0,2.887323943661972,,19,51,2,3,21,21,8,11,8,3,1541
hat,46,65,1.4130434782608696,107,2.3260869565217392,1.646153846153846,,2,52,0,2,14,22,7,9,18,0,1540
hatch,2,2,1.0,3,1.5,1.5,,0,5,0,0,0,0,0,1,0,0,39
hats,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,8,1,0,0,0,44
headboard,5,7,1.4,7,1.4,1.0,,0,17,0,0,0,0,0,0,1,0,153
headphones,6,6,1.0,9,1.5,1.5,,0,2,0,0,0,0,0,4,5,0,213
headset,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,33
hearth,6,10,1.6666666666666667,12,2.0,1.2,,9,2,0,1,1,3,0,12,3,0,319
heater,39,195,5.0,227,5.82051282051282,1.1641025641025642,,237,156,14,4,29,104,10,50,67,11,4404
heater piping,3,3,1.0,13,4.333333333333333,4.333333333333333,,1,0,0,0,2,1,1,0,0,0,106
hi-hat,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,2,0,2,0,1,52
hi-hat stand,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,2,0,2,0,1,52
high shelf,7,8,1.1428571428571428,10,1.4285714285714286,1.25,,4,3,1,3,2,0,0,4,1,0,197
highchair,5,5,1.0,8,1.6,1.6,,0,1,2,0,0,7,1,1,0,0,160
holder,6,6,1.0,6,1.0,1.0,,8,0,0,0,0,8,0,0,4,0,235
hole puncher,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,2,0,37
holy cross,12,18,1.5,18,1.5,1.0,,11,15,0,0,0,7,0,10,18,0,461
hook,9,15,1.6666666666666667,17,1.8888888888888888,1.1333333333333333,,61,3,1,0,0,12,1,3,0,0,338
hose,18,18,1.0,27,1.5,1.5,,6,3,0,21,11,5,5,1,1,1,584
hot water/cold water knob,7,10,1.4285714285714286,14,2.0,1.4,,84,0,0,0,0,0,1,0,0,0,158
hourglass,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,0,0,2,0,0,26
hoverboard,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,29
hunting trophy,3,7,2.3333333333333335,22,7.333333333333333,3.142857142857143,,0,1,0,0,5,3,0,5,3,2,185
hutch,1,2,2.0,2,2.0,1.0,,3,3,0,0,0,0,0,0,0,0,60
ice maker,1,2,2.0,2,2.0,1.0,,0,0,0,0,0,14,0,2,0,0,58
icebox,2,2,1.0,2,1.0,1.0,,0,0,0,4,0,3,1,0,0,0,80
identifier,1,1,1.0,13,13.0,13.0,,0,0,0,0,0,0,0,1,2,0,33
information,1,2,2.0,3,3.0,1.5,,0,0,0,0,2,0,0,2,0,0,59
installation,2,2,1.0,2,1.0,1.0,,0,1,0,1,1,3,0,3,0,1,86
instrument,1,1,1.0,1,1.0,1.0,,0,2,0,0,0,0,0,1,3,0,25
iron,11,12,1.0909090909090908,13,1.1818181818181819,1.0833333333333333,,3,5,0,0,2,7,2,3,1,1,364
iron board,10,10,1.0,10,1.0,1.0,,6,2,0,0,0,0,5,3,0,0,221
ironing board,32,32,1.0,34,1.0625,1.0625,,6,11,0,1,6,7,16,10,6,0,698
island,7,7,1.0,7,1.0,1.0,,0,1,1,0,0,27,0,2,3,0,164
jacket,17,22,1.2941176470588236,41,2.411764705882353,1.8636363636363635,,1,16,0,6,10,3,2,1,8,1,555
jacuzzi,2,2,1.0,2,1.0,1.0,,0,0,0,0,1,0,0,1,0,0,29
jar,46,64,1.391304347826087,176,3.8260869565217392,2.75,,21,21,0,0,1,175,5,16,7,0,1752
jars,1,2,2.0,2,2.0,1.0,,0,0,0,0,0,3,0,0,0,0,87
jewelry,3,6,2.0,48,16.0,8.0,,3,1,0,0,0,0,0,1,1,0,147
jewelry box,9,14,1.5555555555555556,17,1.8888888888888888,1.2142857142857142,bedroom,2,43,1,0,4,0,0,7,6,0,356
jug,8,11,1.375,19,2.375,1.7272727272727273,,4,6,0,0,0,11,0,4,3,0,282
junk,1,1,1.0,2,2.0,2.0,,0,0,0,6,0,0,0,0,0,0,12
keg,1,1,1.0,3,3.0,3.0,,0,0,0,0,0,3,0,0,0,0,40
kettle,59,59,1.0,66,1.11864406779661,1.11864406779661,,1,2,19,0,2,326,7,22,5,0,1683
keyboard,49,64,1.3061224489795917,103,2.1020408163265305,1.609375,,13,32,0,0,5,24,1,24,147,6,1947
keyboard box,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,87
keyboard cover,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,87
keyboard piano,7,7,1.0,7,1.0,1.0,,0,2,0,0,1,0,0,4,4,1,252
keyboard stand,2,2,1.0,2,1.0,1.0,,0,0,0,0,0,0,0,1,3,0,113
keys,11,11,1.0,19,1.7272727272727273,1.7272727272727273,,0,1,0,0,4,11,1,2,11,0,398
kitchen appliance,61,72,1.180327868852459,219,3.5901639344262297,3.0416666666666665,kitchen,0,3,33,0,11,465,12,24,11,1,1915
kitchen cabinet,146,178,1.2191780821917808,1185,8.116438356164384,6.657303370786517,kitchen,17,7,50,0,16,1073,19,73,19,4,4510
kitchen cabinet door,1,1,1.0,21,21.0,21.0,kitchen,0,0,1,0,0,8,0,0,0,0,31
kitchen cabinet drawer,2,2,1.0,14,7.0,7.0,kitchen,0,0,1,0,0,13,0,0,0,0,42
kitchen cabinet lower,9,11,1.2222222222222223,27,3.0,2.4545454545454546,kitchen,0,0,0,0,1,56,1,4,1,0,303
kitchen ceiling,1,1,1.0,1,1.0,1.0,kitchen,0,1,0,0,0,4,0,1,1,0,27
kitchen chair,2,2,1.0,8,4.0,4.0,kitchen,0,0,0,0,0,15,0,0,0,0,48
kitchen counter,79,92,1.1645569620253164,151,1.9113924050632911,1.641304347826087,kitchen,6,3,30,0,8,622,8,43,10,0,2394
kitchen counter item,2,2,1.0,4,2.0,2.0,kitchen,0,0,1,0,0,18,0,0,1,0,60
kitchen counter support,1,1,1.0,1,1.0,1.0,kitchen,0,0,0,0,0,6,1,1,0,0,35
kitchen countertop item,36,37,1.0277777777777777,123,3.4166666666666665,3.324324324324324,kitchen,0,2,21,0,5,315,4,11,6,0,1009
kitchen countertop items,16,16,1.0,28,1.75,1.75,kitchen,0,2,5,0,3,132,1,9,2,0,456
kitchen decoration,14,14,1.0,48,3.4285714285714284,3.4285714285714284,kitchen,0,0,5,0,2,107,1,2,2,0,403
kitchen extractor,22,22,1.0,22,1.0,1.0,kitchen,0,0,15,0,6,189,0,8,3,0,527
kitchen gloves,1,1,1.0,1,1.0,1.0,kitchen,0,0,0,0,0,3,1,0,1,0,36
kitchen handle,3,3,1.0,4,1.3333333333333333,1.3333333333333333,kitchen,0,0,2,0,0,26,0,0,0,0,100
kitchen island,49,49,1.0,49,1.0,1.0,kitchen,0,3,11,0,6,323,5,25,4,0,1414
kitchen knife set,1,1,1.0,1,1.0,1.0,kitchen,0,0,0,0,0,7,0,0,0,0,23
kitchen lower cabinet,54,60,1.1111111111111112,211,3.9074074074074074,3.5166666666666666,kitchen,0,2,22,0,7,457,7,16,2,0,1513
kitchen lower shelf,1,1,1.0,1,1.0,1.0,kitchen,0,0,0,0,0,7,0,1,0,0,28
kitchen seating,1,1,1.0,1,1.0,1.0,kitchen,0,0,0,0,0,8,1,0,0,0,44
kitchen shelf,16,16,1.0,46,2.875,2.875,kitchen,2,1,9,0,1,105,2,6,0,0,435
kitchen sink,2,2,1.0,2,1.0,1.0,kitchen,0,0,0,0,0,20,0,0,0,0,41
kitchen sink cabinet,1,1,1.0,1,1.0,1.0,kitchen,0,0,0,0,0,5,0,2,0,0,41
kitchen table,14,14,1.0,14,1.0,1.0,kitchen,0,3,1,0,1,90,1,3,4,0,396
kitchen top,21,21,1.0,37,1.7619047619047619,1.7619047619047619,kitchen,0,0,6,0,0,156,3,4,0,0,465
kitchen towel,1,1,1.0,1,1.0,1.0,kitchen,0,0,0,0,0,4,0,0,1,0,54
kitchen utensil,44,52,1.1818181818181819,147,3.340909090909091,2.826923076923077,kitchen,0,2,9,0,1,327,2,17,7,3,1403
kitchen utensils,2,2,1.0,2,1.0,1.0,kitchen,0,0,0,0,0,12,0,0,0,0,56
kitchen wall,14,14,1.0,27,1.9285714285714286,1.9285714285714286,kitchen,0,0,4,0,0,104,2,2,0,0,339
kitchenware,2,2,1.0,4,2.0,2.0,kitchen,0,1,0,0,0,7,0,0,1,0,82
knife,9,9,1.0,21,2.3333333333333335,2.3333333333333335,,0,0,0,0,0,35,0,2,1,2,303
knife holder,43,44,1.0232558139534884,46,1.069767441860465,1.0454545454545454,kitchen,0,3,11,0,6,303,5,15,5,0,1165
knife set,4,4,1.0,4,1.0,1.0,kitchen,0,0,0,0,0,25,0,0,1,0,97
knife stand,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,4,0,0,1,0,54
knob,10,13,1.3,26,2.6,2.0,,70,0,0,0,0,16,0,0,0,0,292
l-shaped sofa,20,22,1.1,22,1.1,1.0,living room,0,3,14,0,2,38,1,36,3,0,556
lace doily,1,6,6.0,18,18.0,3.0,,0,5,0,0,2,0,1,2,0,0,217
ladder,37,51,1.3783783783783783,69,1.864864864864865,1.3529411764705883,,3,26,0,32,15,10,12,4,10,9,1509
lamp,178,1332,7.48314606741573,3571,20.06179775280899,2.680930930930931,,1195,851,41,21,155,635,65,380,309,47,25541
lamp shade,1,1,1.0,1,1.0,1.0,,0,0,2,0,0,0,0,2,0,0,33
lamp stand,9,11,1.2222222222222223,11,1.2222222222222223,1.0,,0,9,4,0,3,9,0,7,2,4,215
lamp table,12,15,1.25,19,1.5833333333333333,1.2666666666666666,,1,10,1,0,4,0,0,13,1,1,369
lampshade,9,19,2.111111111111111,25,2.7777777777777777,1.3157894736842106,,0,13,6,0,1,29,0,14,9,0,567
landing,3,4,1.3333333333333333,5,1.6666666666666667,1.25,,1,0,0,0,14,1,1,1,0,0,125
lantern,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,2,0,0,29
laptop,41,55,1.3414634146341464,70,1.7073170731707317,1.2727272727272727,office,8,38,2,0,2,15,1,14,147,3,1321
laundry,4,4,1.0,4,1.0,1.0,,0,1,0,0,1,1,8,0,0,0,131
laundry bag,2,3,1.5,6,3.0,2.0,,15,0,0,0,0,0,3,0,0,0,76
laundry basket,38,55,1.4473684210526316,73,1.9210526315789473,1.3272727272727274,,110,44,0,8,10,5,15,7,3,0,1311
laundry machine,24,27,1.125,48,2.0,1.7777777777777777,,19,1,0,7,3,12,2,2,0,0,509
lawn,1,1,1.0,3,3.0,3.0,,0,0,0,0,0,0,0,0,0,0,15
lawn mower,2,2,1.0,2,1.0,1.0,,0,0,0,6,1,0,0,0,0,0,57
leaflets,2,2,1.0,4,2.0,2.0,,0,0,0,0,0,4,0,0,1,0,101
led tv,23,39,1.6956521739130435,39,1.6956521739130435,1.0,,0,39,5,0,13,49,1,37,11,2,1048
ledge,8,13,1.625,28,3.5,2.1538461538461537,,24,0,0,10,2,9,2,1,0,0,306
leg rest,1,2,2.0,2,2.0,1.0,,0,3,1,0,0,4,0,2,0,0,106
level,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,1,0,0,0,0,56
lid,4,4,1.0,8,2.0,2.0,,0,0,0,0,2,0,1,0,0,0,138
light,17,24,1.411764705882353,53,3.1176470588235294,2.2083333333333335,,27,14,1,3,2,12,0,6,8,0,566
light fixture,10,101,10.1,268,26.8,2.6534653465346536,,118,49,0,0,7,55,7,25,10,0,1936
light switch,10,17,1.7,22,2.2,1.2941176470588236,,7,23,0,0,2,0,0,1,4,0,428
lighter,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,5,0,2,0,0,41
lighting fixture,2,5,2.5,9,4.5,1.8,,10,3,0,0,0,0,0,1,0,0,103
liquid,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,3,0,0,1,0,27
liquid cleaner,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,3,0,0,0,0,20
liquid container,1,1,1.0,1,1.0,1.0,,0,0,0,0,2,0,1,0,1,0,45
liquid soap,45,73,1.6222222222222222,114,2.533333333333333,1.5616438356164384,,347,4,0,0,0,43,4,2,4,0,1480
locker,8,9,1.125,16,2.0,1.7777777777777777,,0,0,0,4,3,1,0,0,7,0,176
lounge chair,10,11,1.1,15,1.5,1.3636363636363635,,0,5,2,0,4,14,0,9,5,0,248
lounger,4,6,1.5,9,2.25,1.5,,0,5,0,0,1,1,0,2,0,0,115
lower cabinet,1,2,2.0,2,2.0,1.0,,0,0,2,0,0,9,0,1,0,0,43
luggage,17,22,1.2941176470588236,31,1.8235294117647058,1.4090909090909092,,31,11,0,0,1,1,1,1,13,3,590
machine,21,28,1.3333333333333333,52,2.4761904761904763,1.8571428571428572,,6,5,0,15,6,17,9,6,5,4,788
magazine,30,43,1.4333333333333333,112,3.7333333333333334,2.604651162790698,,1,34,9,0,7,55,1,38,32,2,1297
magazine rack,1,1,1.0,1,1.0,1.0,,0,3,0,0,0,0,0,0,1,0,29
magazines,4,6,1.5,55,13.75,9.166666666666666,,0,4,0,0,0,0,0,3,1,1,204
magic marker,1,3,3.0,4,4.0,1.3333333333333333,,0,0,0,0,0,0,0,0,0,0,49
magic marker box,1,2,2.0,2,2.0,1.0,,0,0,0,0,0,0,0,0,0,0,37
mail,1,1,1.0,1,1.0,1.0,,0,1,0,0,1,0,0,1,0,0,36
mailbox,1,1,1.0,1,1.0,1.0,,0,0,0,0,2,0,0,0,0,0,20
makeup accessories,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,37
mannequin,3,3,1.0,3,1.0,1.0,,1,5,0,0,0,0,0,0,1,0,92
mantel,3,3,1.0,3,1.0,1.0,,0,5,0,0,0,0,0,3,0,0,65
mantle,4,6,1.5,7,1.75,1.1666666666666667,,0,0,0,0,0,25,0,6,0,0,229
map,4,5,1.25,8,2.0,1.6,,0,3,0,0,4,2,0,5,3,4,186
mascot,6,7,1.1666666666666667,18,3.0,2.5714285714285716,,0,10,0,0,1,1,0,1,1,0,190
mascots,1,1,1.0,3,3.0,3.0,,0,1,0,0,0,0,0,0,0,0,16
massage bed,2,5,2.5,7,3.5,1.4,,1,1,0,0,0,0,0,0,4,0,122
mat,51,100,1.9607843137254901,142,2.784313725490196,1.42,,183,18,16,11,36,133,4,32,29,10,2389
material,1,2,2.0,2,2.0,1.0,,0,4,0,0,0,0,0,0,2,0,83
measuring tape,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,1,0,0,0,0,56
medal,2,2,1.0,2,1.0,1.0,,0,2,0,0,0,2,0,1,2,0,64
medal collection,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,2,0,36
media console,6,6,1.0,13,2.1666666666666665,2.1666666666666665,,0,3,1,0,0,0,0,6,0,1,166
medical lamp,1,2,2.0,2,2.0,1.0,,6,1,0,0,0,1,0,0,2,0,71
medical object,1,1,1.0,1,1.0,1.0,,7,0,0,0,0,0,0,0,1,0,34
menu,1,2,2.0,4,4.0,2.0,,0,0,0,0,0,3,0,0,0,0,87
menu board,1,1,1.0,4,4.0,4.0,,0,0,0,0,0,0,0,0,0,0,47
meshwork,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,1,22
meter,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,20
microphone,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,4,0,50
microphone accessory,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,87
microwave,152,166,1.0921052631578947,174,1.144736842105263,1.0481927710843373,,1,8,38,0,15,954,26,59,21,4,4381
mini fridge,10,14,1.4,16,1.6,1.1428571428571428,,0,0,2,0,1,18,2,8,7,7,352
mirror,209,994,4.755980861244019,1242,5.942583732057416,1.2494969818913482,,2668,592,35,2,53,128,31,164,153,23,18017
mirror /otherroom,1,1,1.0,1,1.0,1.0,,0,0,1,0,0,0,0,2,0,0,23
mirror door,1,3,3.0,8,8.0,2.6666666666666665,,0,3,0,0,0,0,0,1,0,0,63
mirror frame,37,68,1.837837837837838,79,2.135135135135135,1.161764705882353,,173,50,8,0,6,16,3,20,6,3,1498
mixer,9,9,1.0,10,1.1111111111111112,1.1111111111111112,,0,0,2,0,2,47,2,2,0,1,223
mobile,1,1,1.0,1,1.0,1.0,,0,2,0,0,0,0,0,0,0,0,25
model,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,20
modem,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,0,0,0,2,1,29
molding,1,3,3.0,10,10.0,3.3333333333333335,,0,0,0,0,2,0,0,0,0,0,40
monitor,59,86,1.4576271186440677,156,2.6440677966101696,1.813953488372093,,3,46,0,0,4,16,1,27,175,6,2461
moose head/sculpture/hunting trophy,1,1,1.0,3,3.0,3.0,,0,0,0,0,0,1,0,1,0,0,30
mop,11,11,1.0,18,1.6363636363636365,1.6363636363636365,,17,5,0,4,3,10,6,1,1,1,410
mortar,3,3,1.0,3,1.0,1.0,,0,0,0,0,1,12,0,4,0,0,104
motion detector,9,14,1.5555555555555556,14,1.5555555555555556,1.0,,11,11,1,0,1,0,0,6,3,0,272
motorcycle,1,1,1.0,1,1.0,1.0,,0,0,0,1,0,0,0,0,0,0,37
mouse,18,24,1.3333333333333333,35,1.9444444444444444,1.4583333333333333,,13,12,0,0,1,5,0,10,40,1,804
mousepad,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,2,0,37
mug,13,15,1.1538461538461537,20,1.5384615384615385,1.3333333333333333,,0,4,0,0,0,23,0,6,18,0,445
music album shelf,1,1,1.0,1,1.0,1.0,,0,3,0,0,0,0,0,0,0,0,22
music equipment,1,1,1.0,1,1.0,1.0,,0,2,0,0,1,0,0,0,1,0,42
music equipment stand,1,5,5.0,5,5.0,1.0,,0,0,0,0,0,0,0,0,1,0,157
music player,7,10,1.4285714285714286,11,1.5714285714285714,1.1,,0,3,0,0,0,19,0,11,4,2,326
napkin,2,2,1.0,7,3.5,3.5,,0,0,0,0,0,2,0,0,0,0,54
napkins,3,3,1.0,3,1.0,1.0,,9,0,0,0,0,1,0,4,2,0,106
newspaper,22,29,1.3181818181818181,43,1.9545454545454546,1.4827586206896552,,1,20,3,3,8,27,1,13,14,1,789
newspaper basket,5,5,1.0,6,1.2,1.2,,0,3,1,0,0,0,0,6,4,0,124
niche,4,8,2.0,9,2.25,1.125,,28,0,0,0,1,0,2,0,0,0,204
night lamp,1,1,1.0,1,1.0,1.0,,0,2,0,0,0,0,0,0,0,0,25
nightstand,77,176,2.2857142857142856,284,3.688311688311688,1.6136363636363635,bedroom,19,492,0,0,5,0,0,22,51,3,3419
note,11,14,1.2727272727272727,28,2.5454545454545454,2.0,,0,6,0,0,0,15,1,5,12,0,487
note board,1,2,2.0,2,2.0,1.0,,0,1,0,0,0,9,0,0,1,0,82
notebook,6,8,1.3333333333333333,8,1.3333333333333333,1.0,,0,3,0,0,0,4,0,2,19,0,241
notebooks,1,1,1.0,1,1.0,1.0,,0,2,0,0,0,0,0,0,0,0,28
notes,2,7,3.5,29,14.5,4.142857142857143,,14,0,0,0,0,4,0,3,10,0,233
oar,1,1,1.0,1,1.0,1.0,,0,0,0,3,1,0,0,0,0,0,49
object,4,14,3.5,24,6.0,1.7142857142857142,,0,15,1,2,7,6,1,3,1,0,443
objects,2,2,1.0,4,2.0,2.0,,0,1,0,0,0,1,0,0,1,0,64
office chair,28,42,1.5,62,2.2142857142857144,1.4761904761904763,office,2,30,0,0,2,3,1,9,105,6,934
office table,5,5,1.0,5,1.0,1.0,office,0,1,0,0,0,0,0,0,15,0,140
office wall,1,1,1.0,1,1.0,1.0,office,0,0,0,0,0,0,0,0,3,0,47
oil lamp,4,6,1.5,10,2.5,1.6666666666666667,,0,2,0,0,4,2,0,2,0,0,169
ornament,31,81,2.6129032258064515,302,9.741935483870968,3.728395061728395,,18,54,0,0,15,58,5,41,21,1,1979
ottoman,11,23,2.090909090909091,33,3.0,1.434782608695652,,0,15,1,0,2,15,0,27,4,0,600
outlet,8,10,1.25,13,1.625,1.3,,9,11,0,2,0,1,3,0,1,1,224
oven,100,106,1.06,136,1.36,1.2830188679245282,kitchen,0,4,25,0,6,668,13,41,9,0,2734
oven and stove,58,67,1.1551724137931034,67,1.1551724137931034,1.0,kitchen,7,8,22,0,14,396,7,30,8,1,1740
oven vent,3,3,1.0,3,1.0,1.0,,0,0,0,0,0,17,0,0,0,0,59
overhang,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,0,0,0,26
package,1,1,1.0,1,1.0,1.0,,0,2,0,0,0,0,0,0,0,0,11
pad,22,28,1.2727272727272727,46,2.090909090909091,1.6428571428571428,,0,17,4,0,2,28,0,11,51,3,706
painting,121,508,4.198347107438017,1088,8.991735537190083,2.141732283464567,,213,338,51,4,103,275,12,236,136,21,10612
painting /otherroom,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,0,0,0,32
painting frame,8,9,1.125,10,1.25,1.1111111111111112,,0,8,2,0,9,0,0,4,2,0,218
painting roll,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,1,0,0,0,0,56
painting rolls,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,1,0,0,0,0,56
painting stuff,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,20
painting tray,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,1,0,0,0,0,56
pan,6,6,1.0,8,1.3333333333333333,1.3333333333333333,,0,0,4,2,0,14,1,1,1,3,217
panel,7,11,1.5714285714285714,21,3.0,1.9090909090909092,,0,5,0,0,3,9,0,6,3,0,306
panel screen,3,3,1.0,4,1.3333333333333333,1.3333333333333333,,0,3,0,0,0,0,0,2,0,0,61
paneling,3,10,3.3333333333333335,40,13.333333333333334,4.0,,4,4,0,0,6,7,1,1,2,4,256
pantry,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,10,0,0,0,0,43
paper,43,66,1.5348837209302326,124,2.883720930232558,1.878787878787879,,12,57,4,2,6,44,3,22,66,4,1811
paper holder,1,1,1.0,2,2.0,2.0,,2,0,0,0,0,0,0,0,0,0,7
paper storage,12,12,1.0,15,1.25,1.25,,2,8,2,0,2,1,0,3,20,1,354
paper towel,75,97,1.2933333333333332,113,1.5066666666666666,1.1649484536082475,,88,7,11,13,17,324,17,19,14,2,2490
paper towel dispenser,10,10,1.0,10,1.0,1.0,,12,1,2,0,0,31,2,0,0,0,188
paper towel holder,2,2,1.0,2,1.0,1.0,,5,0,1,0,0,6,0,0,1,0,55
paper towels,2,3,1.5,3,1.5,1.0,,8,1,0,0,0,4,0,0,1,0,73
papers,11,14,1.2727272727272727,21,1.9090909090909092,1.5,,6,9,0,1,1,4,1,2,18,3,563
parapet,29,82,2.8275862068965516,113,3.896551724137931,1.3780487804878048,,68,72,19,0,18,82,1,24,40,9,1862
partial,1,1,1.0,1,1.0,1.0,,0,0,0,4,1,1,0,0,0,0,33
partition,9,15,1.6666666666666667,72,8.0,4.8,,0,2,1,0,4,0,1,3,18,0,382
patio,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,0,0,0,26
patio chair,8,8,1.0,26,3.25,3.25,,0,0,0,0,2,1,0,3,0,0,99
patio floor,3,4,1.3333333333333333,6,2.0,1.5,,0,0,0,0,1,0,0,1,0,0,48
pavement,4,4,1.0,4,1.0,1.0,,0,0,0,3,0,0,0,1,3,0,96
payment terminal,2,2,1.0,2,1.0,1.0,,0,0,0,0,0,1,0,0,1,0,72
pc tower,10,10,1.0,11,1.1,1.1,,0,5,0,0,0,4,0,5,20,1,328
pedestal,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,19
pen,5,8,1.6,22,4.4,2.75,,12,0,0,0,0,4,0,4,19,1,301
pen cup,3,3,1.0,4,1.3333333333333333,1.3333333333333333,,0,3,0,0,0,0,0,1,6,0,98
pen drive,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,2,0,31
pencil,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,3,0,18
