Scene,Region,# of Tags,Relevant Tags in Region (Excluding : window;ceiling;floor;door;unknown;wall;window frame)
00745-yX5efd48dLf,3,33,painting;window glass;picture;decorative plate;decoration;chest of drawers;pillow;armchair;fireplace;rug;appliance;stand;door frame;ceiling lamp;ceiling molding;wall lamp;fireplace wall;shelf;column;fireplace tool set;curtain rod;window curtain;curtain;bowl;cabinet;chair;table
00745-yX5efd48dLf,4,26,oven;sink;faucet;window glass;knife holder;picture;kitchen extractor;bowl of fruit;microwave;pot;vessel;kettle;container;kitchen appliance;kitchen countertop item;ceiling lamp;kitchen top;dishwasher;kitchen lower cabinet;stove;kitchen cabinet;refrigerator
00745-yX5efd48dLf,5,20,air conditioner;bathroom towel;bathroom cabinet;washing stuff;mirror;shelf cubby;sink cabinet;rug;door frame;shower-bath cabinet;shower knob;shower rail;wardrobe;bag;frame
00745-yX5efd48dLf,6,6,patio chair;patio floor;stairs;floor mat;roof
00745-yX5efd48dLf,7,10,painting;picture;beam;ceiling lamp;door frame;frame
00745-yX5efd48dLf,8,26,painting;chest;window glass;window curtain;bedside lamp;nightstand;pillow;picture;desk;cloth;stick;clothes;guitar;luggage;backpack;cabinet;sconce;bed;door frame;ceiling molding
00745-yX5efd48dLf,9,25,picture;mirror;pillow;lounge chair;frame;ceiling lamp;ceiling molding;window glass;bouquet;flower vase;decoration;chest of drawers;basket;cabinet;switch;curtain rod;window curtain;jewelry;glass
00745-yX5efd48dLf,10,18,pillow;ceiling molding;painting;decoration;telephone;nightstand;chest of drawers;mirror;cabinet;window glass;blanket;bed comforter;curtain rod;window curtain
00745-yX5efd48dLf,11,16,ceiling lamp;painting;door window;door frame;rug;picture;hat;decoration;frame;book;book rack
00746-RTV2n6fXB2w,0,34,chair;fireplace;tv stand;tv;pot;cabinet;lamp;desk;door frame;photo mount;clock;shelf;mirror;ventilation;board;drawer;doormat;carpet;curtain;candle;bowl;vase;plate;table cloth;window glass;frame;typewriter;paper
00746-RTV2n6fXB2w,1,30,carpet;curtain;clock;shelf;piano stool;christmas tree;gift;armchair;bed;side table;bookshelf;antique telephone;piano;photo mount;book;window shade;window glass;photo;globe stand;pillow;violin;oil lamp;sheet music;ventilation
00746-RTV2n6fXB2w,2,25,lamp;kitchen cabinet;door frame;window glass;window shade;curtain;kitchen table;kitchen chair;board;photo mount;ventilation;iron;cabinet door;cabinet drawer;book;photo;cup;flatware;drawer
00746-RTV2n6fXB2w,3,15,washbasin;lamp;photo mount;toilet;cabinet;paper towel;mirror;painting;ventilation;door frame
00746-RTV2n6fXB2w,4,24,bucket;cabinet;oil lamp;box;table;dustpan;flag;pitchfork;shelf;jar;doormat;basket;door window;window glass;hammer;tool;door cabinet;drawer
00746-RTV2n6fXB2w,5,43,shelf;painting;door frame;spice rack;cabinet;kitchen cabinet;stove;basket;tool;ventilation;exhaust pipe;iron;pot;can;oil lamp;cabinet door;bucket;towel bar;towel;bottle;bowl;jar;window glass;curtain;table;cabinet drawer;book;cup;box;plate;salver;napkin;fork;knife;bag;apron;drawer
00746-RTV2n6fXB2w,6,33,lamp;ceiling door;carpet;curtain;chair;banister;stairs;chest of drawers;clock;chest;photo;book;sewing machine;sign;painting;window glass;pillow;cloth;paper;shoe;toy;door frame;fire extinguisher;floor /otherroom;door /otherroom;painting /otherroom;window frame /otherroom
00746-RTV2n6fXB2w,7,27,table;toy;display cabinet;chest of drawers;bed;chair;bicycle;sledge;curtain;armchair;chest;chamber pot;painting;photo mount;door frame;door stopper;drawer;cabinet door;cloth;book;pillow;lamp
00746-RTV2n6fXB2w,8,38,chair;cloth;side table;ornament;crib;blanket;pillow;painting;mannequin;pot;bed;bedside table;curtain;chest of drawers;bowl;door frame;photo mount;carpet;purse;chest;table cloth;drawer;photo;book;bag;glass;ventilation;cloth holder;hat;lamp;cabinet door;toy
00750-E1NrAhMoqvB,1,32,chandelier;shoe;ventilation hood;picture;mirror;coat hanger;couch;pillow;blanket;storage box;dresser;photo;curtain;wall detail;curtain valence;wall clock;bed;nightstand;alarm clock;book;flower;table lamp;folding chair;armchair;door frame
00750-E1NrAhMoqvB,2,33,ceiling lamp;bedroom ceiling;picture;basket of something;toilet paper;toilet seat;handrail;toilet paper dispenser;door frame;towel;mirror frame;mirror;wall clock;bathroom cabinet;sink;tap;flower;storage box;shampoo;soap;bathroom accessory;floor mat;telephone;wall lamp;bath wall;bathtub;bath faucet;small table/stand
00750-E1NrAhMoqvB,3,33,chandelier;ventilation hood;rug;floor lamp;wardrobe;door frame;picture;table;armchair;pillow;foot stand;curtain;bed;blanket;storage box;wall hanging decoration;nightstand;telephone;table lamp;photo;stack of papers;book;wall clock;desk;desk lamp;pad
00750-E1NrAhMoqvB,4,23,picture;door frame;umbrella;stick;wall hanging decoration;clothes hanger;hat;handbag;scarf;shoe;closet floor;basket of something;wall lamp;attic door;ceiling vent;sensor;ventilation hood;wardrobe
00750-E1NrAhMoqvB,5,15,doormat;wall hanging decoration;picture;chandelier;wardrobe;mirror;decoration;lamp table;small table/stand;door frame;flower
00750-E1NrAhMoqvB,6,24,towel;mirror;wall hanging decoration;wall lamp;ventilation hood;handrail;wall toilet paper;wall cabinet;decoration;clock;toilet;shower-bath cabinet;bathtub;ventilation;sensor;sink cabinet;sink;tap;flower
00750-E1NrAhMoqvB,7,13,door frame;decoration;picture;wall cabinet;towel bar;mirror;box of tissue;toilet;ceiling lamp
00750-E1NrAhMoqvB,8,18,wall hanging decoration;picture;ventilation hood;floor mat;washing machine;cabinet;wall cabinet;paper towel;basket of something;wall post;round chair;laundry basket
00750-E1NrAhMoqvB,9,36,ceiling lamp;sensor;wardrobe;bookshelf;step stool;floor lamp;couch;pillow;throw blanket;picture;cabinet;decoration;stand/small table;shelf;armchair;trashcan;computer chair;computer desk;telephone;keyboard;mouse;speaker;electric box;monitor;clock;printer;stool;door frame;rug
00750-E1NrAhMoqvB,10,37,kitchen island;towel;kitchen appliance;bowl of fruit;picture;telephone;box of tissues;desk lamp;basket of something;dining chair;floor mat;kitchen decoration;door frame;refrigerator;kitchen cabinet;oven;dishwasher;sink cabinet;tap;led tv;teapot;stove;kettle;kitchen extractor;coffee machine;paper towel;photo;coffee mug;ceiling lamp;sensor
00750-E1NrAhMoqvB,11,30,ceiling lamp;picture;wall hanging decoration;wall lamp;cabinet;newspaper basket;newspaper;ventilation hood;basket of something;book;led tv;tv stand;electric box;floor lamp;bar chair;dining table;chair;fruit bowl;stool;antique clock;telephone;radio;table lamp
00750-E1NrAhMoqvB,12,51,ceiling lamp;rug;floor mat;door frame;wall clock;armchair;table;lamp table;casket;speaker;footrest;floor lamp;ventilation hood;antique clock;decoration;couch;pillow;throw blanket;coffee table;flower;flower vase;picture;partition;wall hanging decoration;guitar;mirror;table lamp;cabinet;shelf cubby;radio;basket of something;electric box;book;media console;dining table;chair;high shelf;candle holder;candle;hook;trashcan;firewood holder;fireplace;broom
00750-E1NrAhMoqvB,13,21,ceiling lamp;sensor;wall hanging decoration;rug;table;bowl of fruit;coffee table;patio chair;stair step;jacuzzi;trashcan;storage box;firewood;flower;handrail
00750-E1NrAhMoqvB,14,14,ceiling lamp;picture;wall hanging decoration;basket of something;stand/small table;toy;bottle;cabinet;box;book
00750-E1NrAhMoqvB,15,17,cabinet;box;picture;laundry basket;clothes;iron board;door frame;towel;cloth;clothes hanger;shoe;clothes hanger rod;shelf
00757-LVgQNuK8vtv,0,22,lamp;couch;blanket;pillow;basket of something;coffee table;book;candle;armchair;footrest;closet;tv;decoration;jug;basket of towels;carpet;ceiling window
00757-LVgQNuK8vtv,1,32,door frame;picture;couch;pillow;coffee table;plant;tray;candle;magazine;wood;shelf;decoration;decorative lantern;tv;side table;book;lamp;cabinet;bag;armchair;footrest;stool;fireplace;firewood;bucket;fireplace utensil;vase;carpet
00757-LVgQNuK8vtv,2,15,bag;mirror;door frame;hanger;hanging clothes;shelf;fire extinguisher;jar;broom;lamp;carpet
00757-LVgQNuK8vtv,3,17,door frame;mirror;curtain;cabinet;chest of drawers;vase;table;chair;lamp;jar;jug;storage cabinet
00757-LVgQNuK8vtv,4,29,kitchen cabinet;coffee machine;cup;book;fridge;kitchen island;candle;cutting board;oven and stove;cloth;kitchen utensil;range hood;kitchen counter;sink;faucet;soap dispenser;paper towel dispenser;bowl of fruit;dishwasher;clock;microwave;oven;door frame;lamp
00757-LVgQNuK8vtv,5,18,door frame;picture;couch;closet;table;plant;chair;curtain;side table;decoration;lamp;basket;carpet
00757-LVgQNuK8vtv,6,20,picture;towel bar;towel;vase;trashcan;toilet paper dispenser;mirror;kitchen cabinet;kitchen counter;sink;toilet paper;lamp;tissue box;toilet;toilet brush;ventilation
00757-LVgQNuK8vtv,7,33,shelf;shelving;toy;picture;box;book;stack of cds;decoration;stack of papers;clutter;bag;paper;stationery;shoe;hanging clothes;shutters;bowl;cabinet;keys;chair;desk;laptop;printer;trashcan;carpet;ventilation;lamp
00757-LVgQNuK8vtv,8,38,stairs;shelving;box;rope;bag;clothes;machine;bottle;jar;paper towel;toilet paper;cloth;basket of towels;towel;clutter;trashcan;laundry basket;laundry machine;sink;faucet;shelf;bottle of detergent;basket;ironing board;iron;air conditioner;clothes hanger;hanging clothes;carpet;trolley;step;vent;pipe;lamp;beam
00757-LVgQNuK8vtv,9,21,lamp;door frame;curtain;armchair;chest of drawers;decoder;tv;clutter;mirror;picture;nightstand;bed;pouffe;pillow;beam;fan
00757-LVgQNuK8vtv,10,21,door frame;toilet paper dispenser;mirror;lamp;towel;toilet;trashcan;sink;blinds;shower curtain;bathtub;shelf;soap;cosmetic;shower curtain rod
00757-LVgQNuK8vtv,11,5,lamp
00757-LVgQNuK8vtv,12,17,shelving;closet;decoration;box;pillow;door frame;mirror;nightstand;stool;chest of drawers;bed;lamp
00757-LVgQNuK8vtv,13,21,picture;hanger;door frame;chest of drawers;tv;plant;wall hanging decoration;closet;chest;decoration;bed;pillow;desk;chair;book;lamp
00757-LVgQNuK8vtv,14,17,mirror;closet;door frame;chest of drawers;basket;book;bed;pillow;nightstand;picture;plant;lamp
00757-LVgQNuK8vtv,15,24,picture;trashcan;tissue box;toilet;toilet paper dispenser;door frame;shower curtain;shower ceiling;shower wall;shower curtain bar;bathtub;faucet;shower soap shelf;mirror;bathroom cabinet;sink;towel;cosmetic;carpet;lamp
00757-LVgQNuK8vtv,16,13,closet;switch;door frame;mirror;alarm;carpet;lamp;ceiling duct;attic door
00757-LVgQNuK8vtv,17,11,railing;stairs;lamp;door frame;ladder;carpet
00758-HfMobPm86Xn,0,26,fireplace;note;panel;curtain;door frame;curtain rail;cabinet;painting;table lamp;decoration;wall lamp;sofa;armchair;table;book;brochure;ceiling lamp;air vent;smoke detector;pillow
00758-HfMobPm86Xn,1,17,cabinet;fridge;mascot;stack of books;stack of books / papers;shelf;table lamp;cable;tap;sink;cables;ceiling lamp;door frame
00758-HfMobPm86Xn,2,6,ceiling lamp;wardrobe;air vent
00758-HfMobPm86Xn,3,18,door frame;ceiling lower;ceiling lamp;mirror;wash cabinet;washbasin;tap;air vent;toilet;bin;toilet paper;holder
00758-HfMobPm86Xn,4,13,mirror;decorative plant;door frame;door knob;device;ceiling lamp;ceiling fire detector
00758-HfMobPm86Xn,5,19,door frame;door knob;picture;cabinet;bag;decoration;decorative dinnerware;mirror;chair;table;decorative cloth;ceiling lamp;panel
00758-HfMobPm86Xn,6,14,panel;ceiling lamp;air vent;door frame;locker;device;smoke detector;wall lamp
00758-HfMobPm86Xn,7,28,door frame;door knob;kitchen cabinet;kitchen cabinet lower;cabinet;ceiling lamp;picture frame;window shutter;wine storage;chair;table;fridge;dishwasher;sink;cleaning liquid;tap;cleaning sponge;coffee machine;bin;range hood;stove;cooker
00758-HfMobPm86Xn,8,21,door frame;door knob;cabinet;ceiling lamp;air vent;fire detector;decorative plant;wall lamp;sink cabinet;tap;pot;stack of pots;bin;washing machine
00758-HfMobPm86Xn,9,14,mirror;bath;handrail;tap;bath dial;ceiling lamp;seat;hanger;door frame
00758-HfMobPm86Xn,10,21,shower wall;shower cabin;air vent fan;ceiling window;ceiling lamp;shower bar;shower dial;shower shelf;shower handrail;towel bar;mirror;wall lamp;wash cabinet;washbasin;tap;door knob;toilet
00758-HfMobPm86Xn,11,39,door frame;door knob;mirror;wash cabinet;seat;washbasin;tap;towel bar;toilet;bin;toilet brush;wall lamp;bath;ceiling lamp;ceiling fan vent;curtain;curtain hanger;bath bar;cabinet;wardrobe;book cabinet;book;table lamp;radio;bed;chair;desk cabinet;box;decoration;sign;desk;pillow
00758-HfMobPm86Xn,12,25,door frame;door knob;cabinet;table lamp;sign;smoke detector;bed table;device;bed;ceiling lamp;armchair;curtain;panel;curtain rail;ceiling vent;telephone;radio;decoration;papers
00758-HfMobPm86Xn,13,14,door frame;wardrobe;sliding door;ceiling lamp;cabinet;sheets / clothes;note;cosmetics;frame
00758-HfMobPm86Xn,14,27,door frame;mirror;hanger;wall lamp;wash cabinet;washbasin;tap;wall hanger;ceiling lamp;ceiling fan;door knob;shower cabin;shower floor;shower seat;shower wall;blinds;curtain;shower bar;shower tap;handrail
00758-HfMobPm86Xn,15,34,door knob;door frame;cabinet;wardrobe;note;curtain;curtain rail;ceiling lamp;ceiling lamp hanger;sofa;picture;table;table lamp;fireplace;fireplace utensil;decoration;book;decorative dinnerware;vase;box;jewelry;tv;stack of stuff;book cabinet;armchair;ottoman;smoke detector
00758-HfMobPm86Xn,16,6,ceiling lamp;cabinet;door frame;pillow
00758-HfMobPm86Xn,17,20,cabinet;box;printer;chair;office chair;desk;bin;board;table lamp;air vent;blinds;door knob;ceiling lamp;door frame
00758-HfMobPm86Xn,18,12,curtain;device;picture;cabinet;fan;socket;bed;pillow
00758-HfMobPm86Xn,19,20,door frame;wardrobe;ceiling lamp;toilet;bathroom shelf;tissue;shower cabin;shower door;wash cabinet;washbasin;tap;mirror;toilet paper;fan air vent;towel;towel bar
00758-HfMobPm86Xn,20,38,crate;garage door;ladder;broom;mop;rolled carpet;cabinet;box;chair;armchair;table;shelf;bed;wire;papers;ironing board;sofa;pot;stool;installation;furniture;stack of stuff;plate;device;fridge;boxes;appliance;pipe;lamp;door knob;door frame;ceiling lamp;book
00800-TEEsavR23oF,1,21,handle;chandelier;wardrobe;tv;cabinet;blanket;pad;bed;pillow;nightstand;book;table lamp;plush toy;armchair;door frame
00800-TEEsavR23oF,2,15,mat;towel;bucket;cabinet;tap;hand soap;door frame;toilet;toilet brush;lamp;shower curtain
00800-TEEsavR23oF,3,45,curtain;photo;sheet;frame;door frame;toy;board;ventilation;attic door;chandelier;light;vent;bicycle;box;couch;basket;wardrobe;magazine;book;stack of papers;picture;folder;table;chair;handbag;pc tower;trashcan;computer desk;plush toy;printer;telephone;desk lamp;plant;shirt;bag;blanket;newspaper;balustrade
00800-TEEsavR23oF,4,29,stairs;picture;window curtain;curtain rod;speaker;curtain;led tv;fireplace;flower;chandelier;armchair;table;decorative plate;floor mat;pillar;fire alarm;couch;book;lamp;plate;alarm control;balustrade
00800-TEEsavR23oF,5,31,floor mat;plate;ceiling lamp;light;ceiling vent;wall clock;flag;chair;flower;refrigerator;kitchen cabinet;curtain;kitchen appliance;coffee machine;coffee mug;worktop;sink;tap;knife holder;microwave;kitchen countertop item;oven and stove;door frame;fruit bowl;dishwasher
00800-TEEsavR23oF,6,5,door frame
00800-TEEsavR23oF,7,17,picture;towel;handle;ventilation;bath sink;tap;toilet paper;toilet seat;door handle;ceiling lamp;hand soap;bathroom shelf
00800-TEEsavR23oF,8,14,bathroom shelf;alarm;picture;doormat;window curtain;ventilation hood;ceiling lamp
00800-TEEsavR23oF,9,14,door frame;curtain;picture;chair;table;cabinet;flower;pad;ventilation hood
00800-TEEsavR23oF,10,26,chandelier;curtain;alarm;curtain rod;dresser;casket;wall hanging decoration;laundry basket;led tv;wardrobe;electric box;electrical controller;bed;pillow;nightstand;table lamp;tissue box;door frame;ventilation hood
00800-TEEsavR23oF,11,20,ceiling vent;ventilation hood;bath mat;trashcan;shower dial;tap;bath;towel;bathroom cabinet;bathroom accessory;mirror;soap bottle;mirror frame;bath sink;wall lamp
00800-TEEsavR23oF,12,21,shoe;iron board;iron;clothes;pillow;blanket;clothes hanger rod;case;stack of papers;storage box;briefcase;backpack;boxes;door frame;ceiling lamp;ventilation hood
00800-TEEsavR23oF,13,11,picture;towel;kitchen shelf;bathroom shelf;toilet paper;bottle of soap
00802-wcojb4TFT35,0,32,lamp;fire sprinkler;air duct;light switch;christmas tree;air vent;vacuum cleaner;containers;lid;container;basket;backpack;table;storage box;bag;box with books;box;painting;shelf;easel;boxes;cans of paint;cardboard;folder;basketballs;sleeping bag;luggage
00802-wcojb4TFT35,1,49,shelf;desk;sliding door;door frame;cloth hangers;cloth hanger;book;bookshelf;closet door;lamp;ironing board;scoop;brush;electrical device;washing machine;basket;box;clothes dryer;sink;tap;bottle of detergent;pipe;plumbing;laundry basket;water heater;furnace;chimney;air duct;hanger;stick;boxes;bag;container;pot;cans of paint;bags;box of food;liquid container;food;staircase wall;beam;stairs;curtain
00802-wcojb4TFT35,2,17,picture;toilet paper dispenser;cabinet;sink;towel;cosmetics;tray;toilet;door frame;mirror;lamp;tap
00802-wcojb4TFT35,3,32,lamp;cabinet;refrigerator;coffee machine;dishwasher;sink;worktop;flowerpot;shelf;window shutters;fruit;spice rack;microwave;kitchen utensils;stove;wine rack;table;flower vase;jar;picture;board;wall electronics;hanger;keys;glass;tap
00802-wcojb4TFT35,4,26,smoke detector;decorative plant;piano;piano bench;basket with books;armchair;book;table;hanger;sign;bench;mirror;basket;cabinet;control panel;picture;window shutters;cross;heater;door frame
00802-wcojb4TFT35,5,9,lamp;window shutters;flower vase;chair;table
00802-wcojb4TFT35,6,28,floor lamp;footrest;table;sofa;pillow;lamp;trashcan;flowerpot;tv;fireplace;printer;computer tower;shredder;door frame;window shutters;decor;figure;art frame;book;board games;chess;folder;bookshelf
00802-wcojb4TFT35,7,41,garage door opener motor;garage door opener railing;garage door;garage door railing;hose;globe;shelf;heater;bucket;container;electric wire;hanger;bag;canister;silicone gun;wheel;bags;case;boxes;cleaning clutter;scoop;brush;rug;stairs;fire sprinkler;box;flag;table;trashcan;can of paint;drawers;cabinet;boards;spray;car;tool box
00802-wcojb4TFT35,8,41,lamp;bicycle;bicycle helmets;cart;ladder;baseball bat;ball;container;hammock;bag;camping chair;basket;shelf;skateboard;poles;tray;pot;can;folding chair;luggage;box;boxes;saw;wheel;bucket;tool;baskets;watering can;barrel;football;vacuum cleaner;cabinet;electric cable;light switch;door frame
00802-wcojb4TFT35,9,11,attic hatch;smoke detector;lamp;stairs;stair;door frame;staircase handrail
00802-wcojb4TFT35,10,15,smoke detector;lamp;ceiling fan;door frame;sewing box;bedside lamp;bedside cabinet;blanket;bed;pillow
00802-wcojb4TFT35,11,20,light;attic door;shoe;shoes on shelf;clothes on shelf;box;basket;shelf;hanging clothes;hanger;bag;wardrobe;mat;rack with shoes;laundry basket;clothes
00802-wcojb4TFT35,12,23,towel;door frame;bathtub;shower door;toilet paper dispenser;box;bathroom cabinet;toilet brush;toilet;trashcan;lamp;flower vase;sink cabinet;mirror;towel bar;bathtub tap;sink tap
00802-wcojb4TFT35,13,27,ventilation;towel;toilet paper dispenser;picture;mirror;box;toilet brush;toilet;trash can;shower curtain;door frame;soap;sink;bathroom cabinet;towel bar;tap;cup;tray;lamp;basket;bag
00802-wcojb4TFT35,14,30,smoke detector;case;hanger;mirror;door frame;window shutters;trashcan;box;mug;box pen;chair;table;lamp;alarm clock;bedside cabinet;blanket;bed;pillow;shoe;notebooks;magazines;hanging clothes;laundry basket;cabinet
00802-wcojb4TFT35,15,30,mirror;window shutters;curtain rod;bookshelf;picture;bedside lamp;bedside cabinet;pillow;bed;door frame;pendant;book;folder;box;container;toy;bag;trashcan;laundry basket;basket;shoe;backpack;hanging clothes;clothes hanger
00802-wcojb4TFT35,16,27,smoke detector;door frame;laundry basket;pillow;bed;bedside cabinet;bedside lamp;chest drawer;shelf;clothes hanger;lamp;toy;cabinet;clock;pen cup;chair;table;painting;book;jar;decoration
00803-k1cupFYWXJ6,0,13,carpet;ceiling lower;curtain;sofa;armchair;ceiling lamp;door frame;entrance arch
00803-k1cupFYWXJ6,1,25,armchair;table;decorative plant;stairs;statue;air vent;ceiling arch;arcade;ceiling support;ceiling lamp;map;picture;decoration;door knob;sign;device;bin;arch;ceiling lower
00803-k1cupFYWXJ6,2,19,door frame;door knob;stained glass;ceiling arch;wall lamp;ceiling decorative lamp;armchair;table;table lamp;decorative plant;bust;ceiling lamp;radiator
00803-k1cupFYWXJ6,3,5,ceiling lower
00803-k1cupFYWXJ6,4,22,ceiling arch;banister;framed text;ceiling under stairs;ceiling lower;ceiling boarder;ceiling lamp;exhibition window frame;exhibition window;picture;stairs;elevator door;door knob;door frame;exhibition panel;information;sign
00803-k1cupFYWXJ6,5,17,exhibition window frame;exhibition window;picture;ceiling under stairs;ceiling boarder;ceiling lower;stairs;elevator door;door knob;door frame;ceiling lamp;ceiling arch
00803-k1cupFYWXJ6,6,19,exhibition window frame;exhibition window;picture;stairs;elevator door;door knob;door frame;ceiling under stairs;ceiling boarder;ceiling lamp;ceiling lower;exhibition panel;sign;ceiling arch
00803-k1cupFYWXJ6,7,19,exhibition window frame;exhibition window;picture;stairs;ceiling under stairs;ceiling boarder;ceiling lower;ceiling lamp;elevator door;door knob;door frame;exhibition panel;sign;ceiling arch
00803-k1cupFYWXJ6,8,41,exhibition window frame;exhibition window;picture;stairs;ceiling lamp;elevator door;door knob;door frame;fire detector;exhibition panel;sign;banister;chassis;chair;wall lamp;ceiling ladder;crate;information;fire alarm;sofa;step;door window;exhibition picture;air vent;table;radiator;coffee table;exhibition table;ship model;sewing machine;pipe;armchair;map;ceiling lower
00803-k1cupFYWXJ6,10,17,banister;door frame;door window;wall lamp;ceiling lamp;device;ledge;bench;flag;exhibition panel;picture
00808-y9hTuugGdiq,0,21,ceiling fan;light fixture;lamp;fire extinguisher;plant;nightstand;painting;pillow;bed;door frame;vase;chest of drawers;tv;dvd player;sideboard
00808-y9hTuugGdiq,1,32,light fixture;tv;toilet paper;shelf;bin;toilet;toilet brush;painting;towel;step;surface;showerhead;shower knob;shower cabin;tap;mirror;sink;vase;soap dispenser;flower vase;bathroom cabinet;bathroom counter;bath;bath cabinet;hook;towel bar
00808-y9hTuugGdiq,2,17,light fixture;umbrella;mirror;surface;step;shelving;towel;hanger;ladder;box
00808-y9hTuugGdiq,3,14,light fixture;smoke detector;surfboard;ornament;surface;box;stairs;banister
00808-y9hTuugGdiq,4,27,light fixture;glass;whine shelf;cabinet;painting;cushion;sofa;coffee table;remote control;table;rug;blinds;tv;chair;stool;vase;amplifier;statue;stereo;fire screen;fireplace
00808-y9hTuugGdiq,5,33,light fixture;smoke detector;ventilation;picture;freezer;ice maker;refrigerator;refrigerator cabinet;stool;fire extinguisher;bin;kitchen cabinet;dishwasher;oven;microwave;blinds;tap;toaster;kettle;telephone;soap dispenser;paper towel;coffee maker;sink;stovetop;utensil;knife holder;knife;kitchen counter
00808-y9hTuugGdiq,6,12,door frame;light fixture;fire extinguisher;broom;vacuum cleaner;bin;cabinet;washer-dryer
00808-y9hTuugGdiq,7,25,light fixture;mirror;door frame;toilet paper;towel;cosmetics;sink;toilet;towel bar;bin;shower dial;showerhead;shower cabin;bathroom counter;bathroom cabinet;tap;jar;soap dispenser;vase;hook
00808-y9hTuugGdiq,8,26,light fixture;mirror;door frame;towel;shower dial;showerhead;tap;shower stall;toilet paper;bin;toilet brush;toilet;sink;bathtub;bathtub platform;rug;bottle;cosmetics;bathroom counter;bathroom cabinet;towel bar
00808-y9hTuugGdiq,9,20,light fixture;door frame;painting;tv;remote control;chest of drawers;smoke detector;curtain;curtain rod;fan;stool;lamp;nightstand;pillow;bed
00808-y9hTuugGdiq,10,20,light fixture;smoke detector;closet mirror wall;plant;painting;door frame;chest of drawers;curtain;curtain rod;hook;lamp;remote control;pillow;rug;nightstand;bed
00808-y9hTuugGdiq,11,16,light fixture;painting;curtain;curtain rod;vase;chest of drawers;door frame;closet mirror wall;pillow;bed
00808-y9hTuugGdiq,12,8,light fixture;painting;thermostat;smoke detector;mirror
00808-y9hTuugGdiq,13,41,light fixture;picture;tv;table tennis table;coffee table;cushion;sofa;cabinet;chair;table;pillar;bin;ice maker;refrigerator;kitchen cabinet;ventilation hood;rug;stool;device;sideboard;statue;ornament;fireplace;fire extinguisher;vase;tap;coffee maker;sink;soap dispenser;blinds;stovetop;oven;towel;kitchen counter;dishwasher
00808-y9hTuugGdiq,14,15,light fixture;closet mirror wall;door frame;smoke detector;curtain;curtain rod;picture;pillow;bed;ladder
00808-y9hTuugGdiq,15,25,light fixture;door frame;mirror;showerhead;shower knob;tap;towel;towel bar;sink;toilet paper;toilet brush;toilet;shower rod;shower seat;shower floor;bathroom counter;bathroom cabinet;soap bottle;cosmetics;towel ring
00808-y9hTuugGdiq,16,15,light fixture;door frame;cabinet;vacuum cleaner;painting;mirror;ladder;towel;pillow;bed;curtain
00808-y9hTuugGdiq,17,20,light fixture;door frame;toilet paper;hook;towel bar;bin;toilet;showerhead;shower dial;towel;shower cabin;sink;mirror;shelf;soap dispenser;towel ring
00808-y9hTuugGdiq,18,13,light fixture;picture;thermostat;sign;hook;device;smoke detector;painting;door frame
00810-CrMo8WxCyVb,0,14,picture;door frame;mirror;lamp;bathtub;towel;shower floor;bathroom cabinet;toilet
00810-CrMo8WxCyVb,1,7,picture;door frame;lamp
00810-CrMo8WxCyVb,2,7,attic door;door frame;clothes hanger rod
00810-CrMo8WxCyVb,3,16,picture;curtain;seat;pillow;cabinet;box;lamp;bed;mirror;vase;door frame;sensor
00810-CrMo8WxCyVb,4,17,door frame;picture;curtain;nightstand;lamp;clock;cabinet;mirror;bed;pillow;sensor
00810-CrMo8WxCyVb,5,17,door frame;balustrade;picture;vent;lamp;sensor;cabinet;washing machine;sink;basket;curtain
00810-CrMo8WxCyVb,7,17,picture;frame;door frame;nightstand;bed;pillow;lamp;dresser;sculpture;curtain;sensor
00810-CrMo8WxCyVb,8,14,door frame;picture;lamp;sink cabinet;sink;towel;flower vase;mirror;soap dish;tap
00810-CrMo8WxCyVb,9,10,tap;picture;bathtub;curtain;toilet;lamp;vent
00810-CrMo8WxCyVb,10,13,vent;desk;box;cabinet;chair;lamp;sensor
00810-CrMo8WxCyVb,11,21,picture;vent;curtain;fireplace;fireplace wall;flower vase;security camera;armchair;table;lamp;pillow;book;candlestick;couch;ceiling fan;blanket
00810-CrMo8WxCyVb,12,27,curtain;picture;kitchen cabinet;microwave;blinds;refrigerator;washing machine;table;oven and stove;sink;vase;flower vase;chair;cabinet;ornament;bowl;door frame;desk;plate;tray;coffee mug;lamp
00810-CrMo8WxCyVb,13,15,door frame;stairs;couch;pillow;rug;vent;balustrade;sensor;lamp;picture;frame
00810-CrMo8WxCyVb,14,17,armchair;pillow;flower stand;curtain;mirror;desk;chair;table;flower vase;security camera;lamp;picture
00810-CrMo8WxCyVb,15,14,lamp;mirror;curtain;toilet;flower vase;vent;picture;sink cabinet;sink
00810-CrMo8WxCyVb,16,10,bench;handbag;lamp;door frame;vent;picture
00813-svBbv1Pavdk,1,20,lamp;ventilation;smoke detector;painting;picture;plant;table;pillow;sofa;trashcan;book;chair;desk;door frame
00813-svBbv1Pavdk,2,19,lamp;smoke detector;door frame;picture;toilet;plant;cosmetics;tap;sink;cabinet;shelf;shower curtain;bathtub;shower frame;showerhead
00813-svBbv1Pavdk,3,7,lamp;door frame;smoke detector
00813-svBbv1Pavdk,4,24,lamp;ventilation;decor;painting;plant;pot;chair;clock;book;cabinet;box;mug;pillow;blanket;bed;shelving;door frame;sprinkler
